chr	start	stop	CF	ApcMin_Adenom_MeDIP10.2.bam.counts	ApcMin_Adenom_MeDIP2.1.bam.counts	ApcMin_Adenom_MeDIP4.1.bam.counts	ApcMin_Adenom_MeDIP4.2.bam.counts	ApcMin_Adenom_MeDIP9.3.bam.counts	B6_MeDIP10.1.bam.counts	B6_MeDIP16.8.bam.counts	B6_MeDIP4.4.bam.counts	B6_MeDIP4.5.bam.counts	ApcMin_Normal_MeDIP4.3.bam.counts	ApcMin_Normal_MeDIP9.2.bam.counts	ApcMin_Normal_MeDIP9.4.bam.counts	ApcMin_Adenom_MeDIP10.2.bam.rpkm	ApcMin_Adenom_MeDIP2.1.bam.rpkm	ApcMin_Adenom_MeDIP4.1.bam.rpkm	ApcMin_Adenom_MeDIP4.2.bam.rpkm	ApcMin_Adenom_MeDIP9.3.bam.rpkm	B6_MeDIP10.1.bam.rpkm	B6_MeDIP16.8.bam.rpkm	B6_MeDIP4.4.bam.rpkm	B6_MeDIP4.5.bam.rpkm	ApcMin_Normal_MeDIP4.3.bam.rpkm	ApcMin_Normal_MeDIP9.2.bam.rpkm	ApcMin_Normal_MeDIP9.4.bam.rpkm	ApcMin_Adenom_MeDIP10.2.bam.rms	ApcMin_Adenom_MeDIP2.1.bam.rms	ApcMin_Adenom_MeDIP4.1.bam.rms	ApcMin_Adenom_MeDIP4.2.bam.rms	ApcMin_Adenom_MeDIP9.3.bam.rms	B6_MeDIP10.1.bam.rms	B6_MeDIP16.8.bam.rms	B6_MeDIP4.4.bam.rms	B6_MeDIP4.5.bam.rms	ApcMin_Normal_MeDIP4.3.bam.rms	ApcMin_Normal_MeDIP9.2.bam.rms	ApcMin_Normal_MeDIP9.4.bam.rms	ApcMin_Adenom_MeDIP10.2.bam.prob	ApcMin_Adenom_MeDIP2.1.bam.prob	ApcMin_Adenom_MeDIP4.1.bam.prob	ApcMin_Adenom_MeDIP4.2.bam.prob	ApcMin_Adenom_MeDIP9.3.bam.prob	B6_MeDIP10.1.bam.prob	B6_MeDIP16.8.bam.prob	B6_MeDIP4.4.bam.prob	B6_MeDIP4.5.bam.prob	ApcMin_Normal_MeDIP4.3.bam.prob	ApcMin_Normal_MeDIP9.2.bam.prob	ApcMin_Normal_MeDIP9.4.bam.prob	MSets1.counts.mean	MSets1.rpkm.mean	MSets1.rms.mean	MSets1.prob.mean	MSets2.counts.mean	MSets2.rpkm.mean	MSets2.rms.mean	MSets2.prob.mean	edgeR.logFC	edgeR.logCPM	edgeR.p.value	edgeR.adj.p.value
chr5	38209251	38209500	10	13	9	6	7	10	2	4	0	2	0	1	1	2.52310166440283	2.63939816443055	1.19836632710457	1.65656967727301	2.22982667445768	0.408038189110195	0.804205633571041	0	0.385428861876749	0	0.157983074325349	0.185416157061948	0.144752108586587	0.207609250432911	0.0727207813698586	0.122082426625946	0.155692480232996	0.0211608766894538	0.056367438582603	0	0.0218236618737864	0	0.00720319135067697	0.010572422322822	0.173949735299158	0.185595218919609	0.00292143275056322	0.0399687074622915	0.155308549928379	8.70798596341871e-07	0.00148155613625045	9.02985157757996e-08	3.73241176221395e-06	2.03420711941682e-07	6.84448420162909e-09	4.48252047924314e-07	9	2.04945250153373	0.14057140944966	0.111548728872	1.42857142857143	0.277295987992183	0.0167325129741917	0.000212415451766979	2.75334072489903	-1.53716194145503	1.13674128956468e-10	0.000810001715976267
chr5	38209751	38210000	17	9	11	7	6	14	1	1	2	3	0	3	1	1.74676269074042	3.22593108985956	1.39809404828867	1.41991686623401	3.12175734424075	0.204019094555098	0.20105140839276	0.438530519312226	0.578143292815124	0	0.473949222976047	0.185416157061948	0.0539287817400875	0.146931294991971	0.0463291909799645	0.0572222332298363	0.11925749909423	0.00608724578105833	0.00844180436692779	0.0157372531072185	0.01790229006737	0	0.0126430791613705	0.00574690495364587	1.26494667351817e-06	0.00781421928036841	4.56029575213179e-07	7.04666641804241e-06	0.00697542614663582	9.6034291630076e-14	1.1259146948106e-09	3.29845928348504e-10	5.81954484601965e-11	3.18201021087816e-12	4.99267294173933e-13	3.23630011678233e-13	9.4	2.18249240787268	0.0847338000072178	0.0029596826139342	1.57142857142857	0.297301385016172	0.00950836820537015	2.16865287632524e-10	2.7001092278808	-1.48091696799215	4.7438055900226e-10	0.00338026840711278
chr5	38212501	38212750	19	23	11	9	25	20	6	4	4	7	5	3	5	4.46394909855885	3.22593108985956	1.79754949065686	5.91632027597504	4.45965334891536	1.22411456733059	0.804205633571041	0.877061038624453	1.34900101656862	1.13838536997211	0.473949222976047	0.927080785309737	0.123042574549884	0.131156931619552	0.0532120587362263	0.213145056845112	0.152224750178676	0.0325714437490202	0.0302965749884904	0.028117168122123	0.0373113208921913	0.0384134628135701	0.0113030779882603	0.0256660911198063	0.0125637653586712	0.001791879001795	4.53158078173033e-07	0.343759047592537	0.0458964137642508	2.20717999432907e-10	7.16825098168172e-08	1.2778238467348e-09	3.91645738062607e-09	3.06544116757124e-08	8.10462807976364e-15	1.21659349261449e-10	17.6	3.97268066079314	0.13455627438589	0.0808023117750664	4.85714285714286	0.970542519193229	0.0290970199533517	1.54105125961733e-08	2.03254790016744	-0.639945047070368	7.64354362577164e-10	0.00544651937063488
chr5	38212751	38213000	13	24	14	7	22	17	4	4	5	5	5	5	7	4.65803384197446	4.10573047800307	1.39809404828867	5.20636184285804	3.79070534657806	0.81607637822039	0.804205633571041	1.09632629828057	0.963572154691874	1.13838536997211	0.789915371626745	1.29791309943363	0.189265547038425	0.24623273634922	0.0608649369681728	0.27506527008643	0.190135858806816	0.0321510218723754	0.0438029686142604	0.0516863868805943	0.0392133054778904	0.0564945784852971	0.0276207924923402	0.0528696948091755	0.504536016044366	0.307624749870788	9.94333683685955e-05	0.797999318778789	0.301849473543773	1.92957168576591e-07	6.32837243956796e-05	2.82729562122164e-05	1.97289362047215e-06	6.40943797399762e-05	7.28206970279643e-08	3.18760476798463e-05	16.8	3.83178511154046	0.192312869849813	0.382421798321217	5	0.986627757970909	0.0434055355188476	2.71093970733993e-05	1.93260822149379	-0.67137220838749	2.03120773401423e-09	0.0144736692962553
chr5	75643001	75643250	6	25	7	10	6	11	47	25	32	36	29	52	35	4.85211858539006	2.05286523900154	1.99727721184096	1.41991686623401	2.45280934190345	9.58889744408959	5.02628520981901	7.01648830899562	6.93771951378149	6.60263514583827	8.21511986491815	6.48956549716816	0.415481351118511	0.266351182077387	0.184415594632473	0.156680350039497	0.259700316060201	0.823597185486441	0.522676847975822	0.706210316160412	0.60126063087624	0.700176228419413	0.591930510999308	0.559102860550788	0.999794600162785	0.494498621794029	0.480295387930296	0.201146178420394	0.757854698984692	0.999999999999999	0.999990810853752	0.999999993666446	0.999999997981814	0.999999925641256	0.999999999999999	0.999999992416734	11.8	2.554997448874	0.256525758785614	0.586717897458439	36.5714285714286	7.1252444263729	0.643564940066918	0.999998674365714	-1.42627762411249	0.517816265194536	9.66156633078718e-09	0.0688449111402747
chr5	75643251	75643500	12	32	19	20	21	18	62	40	53	64	44	78	57	6.21071178929927	5.5720627915756	3.99455442368192	4.96970903181904	4.01368801402383	12.6491838624161	8.04205633571041	11.621058761774	12.333723580056	10.0177912557546	12.3226797973772	10.568720952531	0.27400600320361	0.362908866733402	0.188701017607776	0.28469679924508	0.218409676725486	0.541737485524664	0.473188026347023	0.594504692959162	0.544724453384338	0.539473770953979	0.467183878961182	0.467214789848187	0.97563949024901	0.85456641871943	0.456408200854856	0.834576419368633	0.527016062067015	0.99999999999091	0.999999425724443	0.999999999886583	0.999999999999683	0.999999850653718	1	0.999999999625484	22	4.95214521007993	0.265744472703071	0.729641318251789	56.8571428571429	11.0793163636599	0.518289585425505	0.999999896554403	-1.15705693837431	1.17189123098093	4.68621978822133e-12	3.339234797528e-05
chr5	77198751	77199000	9	43	27	42	27	42	81	79	70	71	67	97	79	8.3456439668709	7.91819449329164	8.38856428973202	6.38962589805305	9.36527203272226	16.5255466589629	15.8830612630281	15.3485681759279	13.6827245966246	15.2543639576263	15.3243582095589	14.6478764078939	0.482372258763972	0.698894097287433	0.514479193859901	0.475305650988241	0.661430734476768	0.967943692286012	1.32758474743167	1.0643571369116	0.784274976737262	1.11165160385438	0.806819382157367	0.842979326477332	0.999999944501015	0.999978949160389	0.999999970801162	0.999655850205825	0.999999999462036	1	1	1	1	1	1	1	36.2	8.08146013613397	0.566496387075263	0.999926942826086	77.7142857142857	15.2380713242318	0.986515837979376	1	-0.892945240893043	1.67026633404621	5.77871951240845e-14	4.11771153574347e-07
chr5	92797251	92797500	5	12	8	13	8	7	30	29	27	20	27	35	35	2.32901692098723	2.34613170171604	2.59646037539325	1.89322248831201	1.56087867212038	6.12057283665293	5.83049084339005	5.92016201071505	3.85428861876749	6.14728099784942	5.52940760138722	6.48956549716816	0.265819124234466	0.400687450978494	0.31705794247826	0.274701533542506	0.218046559462282	0.703358030739993	0.750538723287723	0.78077198119911	0.443659208774469	0.855791051818973	0.513887192717921	0.738905493762099	0.892421991023757	0.861816286196313	0.959877434597736	0.743069075558033	0.575116056724931	0.999999996285098	0.999999998912679	0.999999990285662	0.99972034330203	0.999999996872524	0.999999998880382	0.999999999994961	9.6	2.14514203170578	0.295262522139202	0.806460168820154	29	5.69882405799005	0.683844526042898	0.999960046361905	-1.37745926862369	0.227678700912353	9.53457200997642e-11	0.000679399944391725
chr5	92797501	92797750	7	13	5	18	12	10	35	34	28	20	33	38	35	2.52310166440283	1.46633231357253	3.59509898131372	2.83983373246802	2.22982667445768	7.14066830942842	6.83574788535385	6.13942727037117	3.85428861876749	7.51334344181596	6.00335682436326	6.48956549716816	0.179030492780452	0.15853391061994	0.274457242199197	0.260904110534715	0.196318208393034	0.508918828953157	0.627261630756435	0.516794762825417	0.275407468820382	0.666304150145315	0.368456039244529	0.463193913938125	0.454609518813967	0.101367090624141	0.926163751963952	0.701257385163372	0.417885633095861	0.999999317305841	0.999999994821183	0.999981070987412	0.952238451202244	0.999999962636062	0.999998725748132	0.999999339547309	11.6	2.53083867324296	0.213848792905467	0.520256675932259	31.8571428571429	6.28234254960976	0.489476684954766	0.993173837464026	-1.24950748620438	0.376788383342989	1.08218396353818e-08	0.0771126091323397
chr5	111847251	111847500	18	8	14	19	9	14	1	0	2	3	5	3	3	1.55267794732482	4.10573047800307	3.79482670249782	2.12987529935102	3.12175734424075	0.204019094555098	0	0.438530519312226	0.578143292815124	1.13838536997211	0.473949222976047	0.556248471185843	0.0452215089522462	0.176395823354271	0.118665732567836	0.0810280247035501	0.112550273424438	0.0057390728011253	0	0.0148506312776849	0.0168925127595242	0.0405779620300112	0.0119355860633298	0.0162682628263679	7.57772669057744e-08	0.027509466652814	0.00942832253493808	9.39431329980422e-05	0.00313683605622106	1.33226762955019e-14	1.15967235814196e-11	6.98889834893635e-11	9.99567095760767e-12	1.14431065179055e-07	6.40598685208715e-14	1.02980957095156e-11	12.8	2.9409735542835	0.106772272600468	0.00803372883084761	2.42857142857143	0.484182281545207	0.0151805753940062	1.63618460050482e-08	2.54585693461858	-1.11836957489677	9.62894913473971e-11	0.000686124925151106
chr5	111847501	111847750	19	21	27	36	18	29	9	2	8	15	6	5	9	4.07577961172765	7.91819449329164	7.19019796262745	4.25975059870203	6.46649735592727	1.83617185099588	0.402102816785521	1.75412207724891	2.89071646407562	1.36606244396654	0.789915371626745	1.66874541355753	0.112343220241198	0.3219306503389	0.212848234944905	0.153464440928481	0.220725887759081	0.0488571656235304	0.0151482874942452	0.056234336244246	0.0799528304832672	0.0460961553762841	0.0188384633137671	0.0461989640156514	0.00430457832328879	0.728301654400501	0.687988800107834	0.0330611189806884	0.527279222045342	2.55716476882384e-08	1.12591580503363e-09	8.37283386512233e-07	5.94643211547785e-05	1.57465866790218e-07	7.52953255300781e-13	7.80895264007597e-08	26.2	5.98208400445521	0.204262486842513	0.396187074771531	7.71428571428571	1.52969091975096	0.0444751717929988	8.65197975013261e-06	1.95215733899989	-0.114798340087235	1.39895297991503e-11	9.96844510447259e-05
chr5	111849001	111849250	21	40	30	58	47	49	18	3	13	23	11	15	25	7.76338973662409	8.79799388143516	11.5842078286776	11.1226821188331	10.9261507048426	3.67234370199176	0.603154225178281	2.85044837552947	4.43243191158262	2.50444781393865	2.36974611488024	4.63540392654869	0.193266993897748	0.323021528073083	0.309867884360765	0.362297389068676	0.337056264584855	0.0881734977439718	0.0206046555364843	0.0825728726490941	0.110766018052172	0.0763629522624275	0.0510995096768232	0.115948793398972	0.531265809837788	0.740492100927579	0.999341933415824	0.997688363163434	0.997518030373767	3.10620487929958e-05	8.98409902028163e-10	2.53104621412703e-05	0.00253669619664532	9.95794957070473e-06	7.96117205492664e-08	0.00763441598119385	44.8	10.0388848540825	0.305102011997025	0.853261247543678	15.4285714285714	3.00971086709281	0.0779326141885636	0.00146250330692494	1.73106320273566	0.651382417441506	9.40134453136150e-12	6.69906624558625e-05
chr5	115886501	115886750	22	19	9	5	13	9	1	1	0	3	3	0	3	3.68761012489644	2.63939816443055	0.998638605920479	3.07648654350702	2.00684400701191	0.204019094555098	0.20105140839276	0	0.578143292815124	0.683031221983269	0	0.556248471185843	0.0875625385290412	0.0924260895863152	0.0254845219211039	0.0956261949147716	0.0590659146682422	0.00467051305683265	0.00656240397253246	0	0.0137828339601356	0.0198686003719738	0	0.0132735228883165	5.44935582768025e-05	1.97266290592468e-05	8.42792502453449e-12	0.000110288132835201	3.91818073541828e-07	0	1.56596957623378e-12	2.22044604925031e-16	7.99360577730113e-15	8.69282423821005e-12	0	8.32667268468867e-15	11	2.48179548915328	0.0720330519238948	3.69800293345435e-05	1.57142857142857	0.317499069847442	0.00830826774997014	1.46790516250154e-12	2.90754503722159	-1.34440093583986	3.96678633105503e-10	0.00282659191195233
chr5	136158751	136159000	7	6	7	9	6	6	17	19	27	20	20	26	27	1.16450846049361	2.05286523900154	1.79754949065686	1.41991686623401	1.33789600467461	3.46832460743666	3.81997675946245	5.92016201071505	3.85428861876749	4.55354147988846	4.10755993245908	5.00623624067258	0.0826294582063625	0.221947474867916	0.137228621099599	0.130452055267357	0.11779092503582	0.247189145491534	0.35052855836389	0.498337807010224	0.275407468820382	0.403820697057766	0.252101500535731	0.357321019323697	0.0134392018040852	0.295515439801594	0.159375519421969	0.0834832423628419	0.0650428429377885	0.824979545400729	0.991537677984629	0.999952809611722	0.952238451202244	0.993901135382208	0.990722111306468	0.999357781714718	6.8	1.55454721221213	0.138009706895411	0.123371249265656	22.2857142857143	4.3900128070574	0.34067231380046	0.964669930371817	-1.49024271101095	-0.128947793908554	4.37208319082717e-09	0.031153921472468
chr5	136159001	136159250	4	6	7	9	4	4	17	20	27	19	18	25	25	1.16450846049361	2.05286523900154	1.79754949065686	0.946611244156007	0.891930669783072	3.46832460743666	4.02102816785521	5.92016201071505	3.66157418782912	4.09818733189961	3.94957685813373	4.63540392654869	0.192571109091762	0.500272109101649	0.313157549088176	0.194133607959591	0.1770065818737	0.582481888737809	0.691137358247564	1.10213935811679	0.604470317306961	0.806009410237368	0.513522647483896	0.754183361449179	0.598728134079139	0.942463675166597	0.932807986629028	0.462499486898859	0.433682357351959	0.999948243347596	0.999999095781243	0.999999999994824	0.999994059818082	0.999998219052832	0.999999828910764	0.999999997812918	6	1.37069302081822	0.275428191422976	0.674036328025116	21.5714285714286	4.25060815577401	0.72199204879708	0.999991349245465	-1.6213152085333	-0.192106744486721	1.50871898112147e-09	0.0107505988816712
chr5	144159501	144159750	4	22	15	23	10	17	37	32	48	41	38	59	46	4.26986435514325	4.39899694071758	4.5937375872342	2.36652811039002	3.79070534657806	7.54870649853861	6.43364506856833	10.5247324634934	7.90129166847336	8.65172881178807	9.3210013851956	8.52914322484958	0.706094066669794	1.07201166236068	0.80029151433645	0.485334019898979	0.752277972963226	1.26775469901758	1.1058197731961	1.95935885887429	1.30438331629397	1.70157542161222	1.21191344806199	1.38769738506649	0.999999884877245	0.999993309960924	0.999999989027291	0.988415957713298	0.999993993380851	1	0.999999999999993	1	1	1	1	1	17.4	3.88396646801262	0.763201847245825	0.997680626991922	43	8.41574987441528	1.41978612887466	0.999999999999999	-1.09433074470858	0.807535049531929	1.0539357777104e-09	0.00750997431263477
chr5	144159751	144160000	7	24	15	26	10	19	40	38	47	47	39	66	47	4.65803384197446	4.39899694071758	5.19292075078649	2.36652811039002	4.23667068146959	8.1607637822039	7.63995351892489	10.3054672038373	9.05757825410361	8.87940588578249	10.426882905473	8.71455938191153	0.33051783282545	0.47560173185982	0.396438238732173	0.217420092112262	0.373004595946764	0.581621518803609	0.70105711672778	0.867476923314094	0.647207551727897	0.787450359262644	0.639949962898393	0.622003255859768	0.994565319814181	0.972704179255872	0.999494646689718	0.473736342051568	0.987286349526301	0.999999996137798	0.999999999964483	0.999999999999997	0.999999999999046	0.999999999973947	1	0.999999999999009	18.8	4.17063006506763	0.358596498295294	0.885557367467528	46.2857142857143	9.02637299031954	0.692395241227741	0.999999999439183	-1.08796418731	0.904490748341218	1.75603784095155e-11	0.000125129057732629
chr6	137531001	137531250	7	16	13	14	7	8	50	31	32	30	26	43	52	3.10535589464964	3.81246401528857	2.79618809657734	1.65656967727301	1.78386133956614	10.2009547277549	6.23259366017557	7.01648830899562	5.78143292815124	5.919603923855	6.79327219599001	9.64164016722127	0.220345221883633	0.412188167611844	0.213466743932709	0.152194064478583	0.157054566714427	0.727026898504511	0.571915016277926	0.590622586086191	0.413111203230573	0.524966906175096	0.416937097039862	0.688173814993786	0.747802877590638	0.912889086457374	0.664993868100535	0.15080213021362	0.201722420128991	0.999999999999977	0.999999836709489	0.999999641853572	0.999940461123407	0.999950804750117	0.999999989527274	0.999999999999998	11.6	2.63088780467094	0.231049752924239	0.535642076498232	37.7142857142857	7.36942655887766	0.561821931758278	0.999984390566262	-1.48566877029271	0.554674679500396	1.14414668703077e-09	0.00815278540800072
chr7	30928501	30928750	17	26	29	27	22	21	11	4	8	18	6	7	13	5.04620332880566	8.50472741872065	5.39264847197059	5.20636184285804	4.68263601636113	2.24421004010607	0.804205633571041	1.75412207724891	3.46885975689075	1.36606244396654	1.10588152027744	2.41041004180532	0.155794258360253	0.387364323160651	0.178698308065577	0.209814855176066	0.178886248641345	0.0669597035916416	0.0337672174677112	0.0629490124288741	0.10741374040422	0.0516011454389968	0.0295005180431979	0.0747097643973963	0.149499516630814	0.940973225108525	0.32134859789652	0.330735825181707	0.181487296665126	6.09946568397302e-06	7.24343067526334e-07	9.82518089165385e-06	0.004541572244948	1.94238131567825e-06	1.32168920252695e-09	0.000104246940467845	25	5.76651541574321	0.222111598680778	0.384808892296538	9.57142857142857	1.87910735912372	0.0609858716817197	0.000666344554009125	1.5859685797645	-0.0703808006024754	1.07636987074166e-09	0.00766983174034069
chr7	90017251	90017500	13	34	23	32	22	34	14	12	19	19	10	16	15	6.59888127613048	6.74512864243362	6.39128707789107	5.20636184285804	7.58141069315612	2.85626732377137	2.41261690071312	4.16603993346615	3.66157418782912	2.27677073994423	2.52772918920559	2.78124235592921	0.268126191637769	0.404525209716575	0.278239711854504	0.27506527008643	0.380271717613632	0.112528576553314	0.131408905842781	0.196408270146258	0.149010560815983	0.112989156970594	0.0883865359754886	0.113292203162519	0.971933841534137	0.946531950300843	0.971487746645064	0.797999318778789	0.998585083340617	0.0103134309686786	0.0792135011912836	0.367007313316042	0.152251796422465	0.00996939111465489	0.00765513200816337	0.0271740015046646	29	6.50461390649386	0.321245620181782	0.93730758811989	15	2.9546058044084	0.129146315638134	0.0933692237894217	1.15082564583724	0.261489215104056	1.16263246577407e-09	0.00828450854184563
chr7	120580001	120580250	7	8	6	8	2	7	19	28	19	20	21	35	22	1.55267794732482	1.75959877628703	1.59782176947277	0.473305622078003	1.56087867212038	3.87636279654685	5.62943943499729	4.16603993346615	3.85428861876749	4.78121855388288	5.52940760138722	4.07915545536284	0.110172610941817	0.190240692743928	0.121980996532976	0.0434840184224524	0.137422745875124	0.276270221431714	0.516568401799417	0.350682160488676	0.275407468820382	0.424011731910655	0.33936740456733	0.291150460189679	0.0592764460108207	0.185003678663487	0.0953187598142961	0.00133317065434357	0.121527181431387	0.922219334841576	0.999996062107826	0.980592581103313	0.952238451202244	0.996990455537953	0.99998296212511	0.983160376985177	6.2	1.3888565574566	0.120660212903259	0.0924918473148668	23.4285714285714	4.55941605634439	0.353351121315407	0.976454317700457	-1.69200523495929	-0.107798412445519	3.0922966400433e-11	0.000220346142762347
chr7	139866251	139866500	8	27	21	30	28	17	9	9	12	13	11	16	14	5.24028807222126	6.15859571700461	5.99183163552287	6.62627870909205	3.79070534657806	1.83617185099588	1.80946267553484	2.63118311587336	2.50528760219887	2.50444781393865	2.52772918920559	2.59582619886727	0.328997139571824	0.591664784266109	0.402930845811889	0.536960886403103	0.293651957998476	0.116280588073997	0.15502385679789	0.19732652508845	0.157478028093325	0.197717223057443	0.140880533217233	0.163398047492016	0.996130305668161	0.998844393985716	0.999829514206148	0.999963134803198	0.895406042297011	0.0479640750753478	0.272205977517197	0.426882549185458	0.281996328303905	0.387816118450038	0.380161828293254	0.378156915450005	24.6	5.56153989608377	0.43084112281028	0.978034678192047	12	2.34430120665921	0.161157828831479	0.310740541753601	1.23403609060355	0.0137762926166829	2.15676838345389e-09	0.015368370161253
chr7	151924001	151924250	10	28	15	8	21	14	2	2	2	2	2	7	4	5.43437281563686	4.39899694071758	1.59782176947277	4.96970903181904	3.12175734424075	0.408038189110195	0.402102816785521	0.438530519312226	0.385428861876749	0.455354147988846	1.10588152027744	0.74166462824779	0.311773772340341	0.346015417388186	0.0969610418264782	0.366247279877837	0.217969472326194	0.0211608766894538	0.0281837192913015	0.0270361654826732	0.0218236618737864	0.0295531189912659	0.0504223394547388	0.0422896892912879	0.99311105852233	0.788391586237782	0.0168866770008225	0.978520001762706	0.536350506587615	8.70798596341871e-07	7.45042487222403e-05	1.3433411642616e-05	3.73241176221395e-06	2.74843880618825e-05	0.000206806891212774	0.000121217483488922	17.2	3.9045315803774	0.267793396751807	0.662651966022251	3	0.562428669085539	0.0314956530106439	6.40070904981416e-05	2.6896746976554	-0.800792955184829	2.05630640558147e-13	1.46525135700124e-06
chr7	151924251	151924500	22	30	16	10	21	18	1	1	2	0	1	3	2	5.82254230246807	4.69226340343208	1.99727721184096	4.96970903181904	4.01368801402383	0.204019094555098	0.20105140839276	0.438530519312226	0	0.227677073994423	0.473949222976047	0.370832314123895	0.138256639782697	0.164313048153449	0.0509690438422078	0.154473084093093	0.118131829336484	0.00467051305683265	0.00656240397253246	0.0121194404230644	0	0.00662286679065794	0.00975260496702535	0.00884901525887764	0.0317282509924997	0.00780826968767068	2.99602523901044e-08	0.0243162598540619	0.00200647761414552	0	1.56596957623378e-12	1.33448807559944e-13	0	4.15223411209809e-14	0	5.55111512312578e-16	19	4.29909599271679	0.125228729041586	0.013171857621726	1.42857142857143	0.273722804764921	0.00693954920985578	2.48785119489574e-13	3.82706589314011	-0.814936813749986	4.64176773007074e-22	3.30755983004754e-15
chr10	7747751	7748000	4	4	6	4	5	5	19	21	20	15	11	23	18	0.776338973662409	1.75959877628703	0.798910884736383	1.18326405519501	1.11491333722884	3.87636279654685	4.22207957624797	4.38530519312226	2.89071646407562	2.50444781393865	3.63361070948303	3.33749082711505	0.128380739394508	0.428804664944271	0.139181132928078	0.242667009949489	0.221258227342125	0.651009169765786	0.725694226159942	0.816399524530952	0.477213408400233	0.492561306256169	0.472440835685184	0.543012020243408	0.278793519707685	0.878265558513259	0.321351616436891	0.637693088909792	0.609123220661546	0.999995358979196	0.999999764377773	0.99999974261158	0.999437399701989	0.993813932050728	0.999998061465059	0.999975735308835	4.8	1.12660520542193	0.232058354911694	0.545045400845834	18.1428571428571	3.55000191150421	0.596904355863097	0.999031427785023	-1.68686754638365	-0.421006843313198	1.03290871551813e-08	0.0736014289000564
chr10	12661001	12661250	25	67	54	68	54	46	30	21	24	40	28	28	49	13.0036778088454	15.8363889865833	13.5814850405185	12.7792517961061	10.2572027025053	6.12057283665293	4.22207957624797	5.26236623174672	7.70857723753499	6.37495807184384	4.42352608110977	9.08539169603543	0.271201948301785	0.487007666007688	0.304577015259319	0.349286198667125	0.265344395215931	0.122946768933605	0.121571228944347	0.127804779653078	0.161476869697643	0.162959976709915	0.0800444101552789	0.190499787169251	0.996331216833797	0.999797922072895	0.999579890289507	0.997320689498713	0.894022620667705	0.00174804844406096	0.00852307078957248	0.00268118361532221	0.146623812869244	0.0394697110702908	3.94612401691807e-05	0.611855291250209	57.8	13.0916012669117	0.33548344469037	0.977410467872524	31.4285714285714	6.17106739016738	0.138186260180445	0.115848654182696	1.08001207226832	1.23051504322603	4.97398519416073e-09	0.0354428626768158
chr10	59543751	59544000	9	15	11	15	15	19	3	0	4	9	0	6	6	2.91127115123403	3.22593108985956	2.99591581776144	3.54979216558503	4.23667068146959	0.612057283665293	0	0.877061038624453	1.73442987844537	0	0.947898445952094	1.11249694237169	0.168269392592083	0.284734632228214	0.183742569235679	0.264058694993467	0.299218665596633	0.0358497663809634	0	0.0608204078235202	0.0994151378962726	0	0.0499063535355073	0.0640237463147341	0.344652736438123	0.539982805801279	0.436800551607196	0.723145087425889	0.91680949834864	3.82300308453543e-05	6.37021408689264e-06	0.00132205599376178	0.0206834067101257	1.09774502254911e-06	0.0005220251251703	0.00159908138907505	15	3.38391618118193	0.240004790929215	0.592278135924226	4	0.754849084151271	0.0442879159929997	0.0034531810297268	2.0814948634084	-0.851136726202569	1.88729772597504e-11	0.000134482173792008
chr10	79965251	79965500	7	10	7	11	9	12	2	2	2	4	1	1	3	1.94084743415602	2.05286523900154	2.19700493302505	2.12987529935102	2.67579200934922	0.408038189110195	0.402102816785521	0.438530519312226	0.770857723753499	0.227677073994423	0.157983074325349	0.556248471185843	0.137715763677271	0.221947474867916	0.167723870232843	0.195678082901036	0.235581850071641	0.0290810759401804	0.0368977429856726	0.036913911630387	0.0550814937640764	0.0201910348528883	0.00969621155906656	0.0397023354804107	0.169589634309788	0.295515439801594	0.343201283509582	0.353166022344763	0.648934361211275	9.14654317845098e-05	0.00131862074828804	0.000578176570810829	0.00181210446355451	0.000155558491148011	1.45143112906254e-06	0.000470282422659674	9.8	2.19927698297657	0.191729408350141	0.3620813482354	2.14285714285714	0.423062552638151	0.0325091151732403	0.000632522794196376	2.33084228401539	-1.38172725791413	1.75712292840501e-09	0.0125206377234204
chr10	79965501	79965750	12	19	13	17	25	26	1	1	1	2	0	0	1	3.68761012489644	3.81246401528857	3.39537126012963	5.91632027597504	5.79754935358997	0.204019094555098	0.20105140839276	0.219265259656113	0.385428861876749	0	0	0.185416157061948	0.162691064402143	0.248306066712328	0.160395864966609	0.338924761006048	0.315480644159035	0.00873770137943006	0.0118297006586756	0.0112170696784747	0.0170226391682606	0	0	0.00819675069909099	0.259322885058161	0.330208277008307	0.216332614491082	0.966943362428213	0.965061140627647	1.76205672275387e-09	7.48378638726344e-07	6.6589031955111e-08	4.10928385763398e-08	8.61672033725114e-09	3.50608431176624e-12	3.54202567276474e-09	20	4.52186300597593	0.245159680249233	0.547573655922682	0.857142857142857	0.170740111648953	0.00814340879770456	1.24283545439268e-07	4.55550019984945	-0.798086800396962	6.02799025953321e-29	4.2953330708872e-22
